stage,problem,group,config,arm,round,agent,labels,state_hash_before,vote,status
complex,C2,3.0,11011,E,1.0,182,"['APPROVE', 'REJECT']",c119a83f452c5f66bca1c575b3579e84db236d04a0328d8158fedb37ee2f68d7,APPROVE,ok
simple,S2,,11011,U,,330,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
complex,C3,15.0,11011,U,1.0,254,"['CONTINUE', 'PIVOT']",e292356eb4c028eef21b6311b8e80a93d2b4fce074751f1969113ad11f24b13f,CONTINUE,ok
complex,C3,8.0,11011,U,5.0,6,"['CONTINUE', 'PIVOT']",d593360bd12f11294092e7bae91f200aa3a0ccaf95b2f956ce51f783054494cc,CONTINUE,ok
complex,C3,8.0,00100,E,5.0,6,"['CONTINUE', 'PIVOT']",9096176435914093fde82fff78ac4bd355480b20ca600ebcd0e9040069219435,CONTINUE,ok
simple,S1,,11011,E,,96,"['A', 'B']",,A,ok
simple,S2,,11011,U,,210,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
simple,S1,,11011,E,,76,"['A', 'B']",,A,ok
simple,S1,,00100,E,,98,"['A', 'B']",,A,ok
simple,S1,,00100,E,,345,"['A', 'B']",,A,ok
simple,S3,,11011,U,,358,"['ADOPT', 'WAIT']",,ADOPT,ok
simple,S1,,11011,E,,150,"['A', 'B']",,A,ok
simple,S3,,11011,E,,169,"['ADOPT', 'WAIT']",,ADOPT,ok
simple,S2,,11011,U,,136,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
complex,C3,4.0,11011,E,1.0,159,"['CONTINUE', 'PIVOT']",8614c9934ad66163b430f9ff4a4ddb0d8ac9d1c4767e263ce974465c813a7bb7,CONTINUE,ok
complex,C3,10.0,11011,E,4.0,346,"['CONTINUE', 'PIVOT']",2634a336e418f1785657056116294c521c95ea1bce4e5b31789f7f7aa6299e30,CONTINUE,ok
complex,C2,17.0,neutral,B,3.0,148,"['APPROVE', 'REJECT']",a7f6470174d5bf9dc88286adf38fc14277535b84058e99a830388cbbfeaa1102,APPROVE,ok
complex,C2,4.0,11011,U,2.0,107,"['APPROVE', 'REJECT']",ae4467588fd6ad9e86365e70fb4d242adccdb1f3ce44af8e07fdfd8fc77c76b1,REJECT,ok
complex,C3,7.0,11011,U,4.0,163,"['CONTINUE', 'PIVOT']",b7804cac8304919c5e7b6a4c0436d4e510c4151051430c38b6db3c696943f08b,CONTINUE,ok
complex,C3,1.0,11011,E,3.0,237,"['CONTINUE', 'PIVOT']",9278d33b9ac8edddebc62bf545432671e785634aa63700b4a1b125217fe1235e,CONTINUE,ok
complex,C3,7.0,11011,E,3.0,369,"['CONTINUE', 'PIVOT']",0037d0862e4c02ba7a90a97877e8d9d9d1c20ad7f8035ce473cb96a0f1c2994d,CONTINUE,ok
simple,S1,,11011,U,,149,"['A', 'B']",,A,ok
complex,C3,7.0,00100,E,3.0,301,"['CONTINUE', 'PIVOT']",35f33228b8e0dd673b18c5add6874c26703a4d4926b67075e658530470440de1,CONTINUE,ok
simple,S1,,00100,U,,57,"['A', 'B']",,A,ok
complex,C3,7.0,neutral,B,6.0,369,"['CONTINUE', 'PIVOT']",8a808ca14fb0b1ab1b64756a7044783eadb640f9c0897810557d39fca43954e9,CONTINUE,ok
simple,S2,,00100,U,,238,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
complex,C3,14.0,00100,U,5.0,89,"['CONTINUE', 'PIVOT']",cdf5919e30dfb2651ee5c9b9f6efbc464c4f37c84c6f0f510ec0e1cd3e2b5225,CONTINUE,ok
complex,C2,14.0,11011,E,5.0,191,"['APPROVE', 'REJECT']",40c972bd7932dcdd79a6348a74e05544bdbac6a6a65a854e5d3eef4a1b52e46d,REJECT,ok
complex,C1,2.0,11011,E,1.0,305,"['PACKAGE_A', 'PACKAGE_B']",e68dd5352295eabe2b164f3d7fbdb8d78926e0d558c42257c574cffcad9fd8d8,PACKAGE_B,ok
simple,S1,,11011,E,,171,"['A', 'B']",,A,ok
complex,C2,4.0,00100,U,4.0,138,"['APPROVE', 'REJECT']",56497c9d7b252c9a53aadda3fda5ae102cc493ddfd8991130852592eeb706c37,APPROVE,ok
complex,C3,10.0,00100,U,5.0,239,"['CONTINUE', 'PIVOT']",32607264ca898583fc6b229f798d4d2499561bce9eab0ddb08557ed4a5a95738,CONTINUE,ok
simple,S3,,11011,U,,309,"['ADOPT', 'WAIT']",,ADOPT,ok
complex,C2,14.0,00100,U,5.0,31,"['APPROVE', 'REJECT']",8f2d7732939be9a5af81f443dd46335d34f2a7ae3e449929dbba695d0cb621b1,APPROVE,ok
simple,S2,,00100,E,,138,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,FORMAL_REPORT,ok
simple,S2,,11011,E,,234,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
complex,C2,16.0,11011,E,5.0,3,"['APPROVE', 'REJECT']",2cb9152931481df1796ae4e61ed246b6cdd6b6ad2aad30cd0c91560db3ed2d86,APPROVE,ok
complex,C3,7.0,11011,U,5.0,369,"['CONTINUE', 'PIVOT']",9c155519b6bd5c380e4bb48e34bdeda2049aa50c604f5af7bc22ff75a7f125a5,CONTINUE,ok
complex,C3,18.0,neutral,B,5.0,387,"['CONTINUE', 'PIVOT']",a4b8212f6ead85c1ec1f369c61547e25699d7e9c59c66d9bde16ccaf9c7446cf,CONTINUE,ok
simple,S2,,00100,U,,289,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
complex,C1,3.0,00100,E,2.0,101,"['PACKAGE_A', 'PACKAGE_B']",158b92cbb1fcb4ea7de7192857506b19061fc4ba6878a6259fd0561c9c8db134,PACKAGE_A,ok
complex,C2,16.0,00100,E,4.0,159,"['APPROVE', 'REJECT']",490c0e38b85d9f1d18a913b078cab8244dc2610f7652580f31bccdd81de3d2d1,APPROVE,ok
complex,C2,10.0,00100,E,5.0,181,"['APPROVE', 'REJECT']",18594c04758277d91163c717d9126ab9229134b55c13c3559418c0e93a020a66,APPROVE,ok
complex,C3,2.0,00100,E,5.0,324,"['CONTINUE', 'PIVOT']",9774ca277f482dd54492118f9bb57130521c72b71715bd040a0ef3eedb2b8b69,CONTINUE,ok
simple,S3,,11011,U,,354,"['ADOPT', 'WAIT']",,ADOPT,ok
simple,S3,,11011,U,,332,"['ADOPT', 'WAIT']",,ADOPT,ok
simple,S3,,11011,U,,320,"['ADOPT', 'WAIT']",,ADOPT,ok
simple,S3,,11011,E,,52,"['ADOPT', 'WAIT']",,WAIT,ok
complex,C2,19.0,11011,E,2.0,281,"['APPROVE', 'REJECT']",3ea51ef4f61e6bc236c2892d3003648485581c56106f3f38dc8ae6c69d178a07,REJECT,ok
simple,S3,,11011,E,,399,"['ADOPT', 'WAIT']",,WAIT,ok
simple,S3,,11011,U,,32,"['ADOPT', 'WAIT']",,ADOPT,ok
complex,C2,18.0,00100,E,5.0,225,"['APPROVE', 'REJECT']",51db9dd8fb5530311cfcd0cf810d98b939553d0ae5bbdb466d82fd2271848843,APPROVE,ok
complex,C1,13.0,11011,E,1.0,268,"['PACKAGE_A', 'PACKAGE_B']",0e9773317c9f4ba840cc807bfb7d2bbe5ac1282e2dbf26ef13e81fb5ede4ca5e,PACKAGE_B,ok
complex,C1,3.0,00100,U,1.0,348,"['PACKAGE_A', 'PACKAGE_B']",0753d6ee34ee4048b79a429ac0b95e78285ec4e70823e45b7622d543eb74b860,PACKAGE_A,ok
complex,C3,2.0,00100,U,5.0,203,"['CONTINUE', 'PIVOT']",3b2fe8b35a89a4730c8f0d03b415f37453d1e4b92005dcc9fd44d2f052fecd32,CONTINUE,ok
complex,C3,19.0,11011,E,4.0,339,"['CONTINUE', 'PIVOT']",ab726fdf13ab31f2f1b141541cef8df35cd7b142777ac545152c4040bb273a0b,CONTINUE,ok
complex,C2,20.0,11011,U,2.0,171,"['APPROVE', 'REJECT']",6582af1f7439b5f6594c07b8cdbe16f4e7089a8552026d062caee0e3e5cf9b4e,REJECT,ok
complex,C2,9.0,00100,E,1.0,163,"['APPROVE', 'REJECT']",3f7943e0bd4df53f70fcbf9510c86086c892fb55c26f9912260aceeda718eeb5,APPROVE,ok
complex,C2,5.0,11011,E,4.0,397,"['APPROVE', 'REJECT']",634600c49ee42ef1c8f7b6a60664936441a4fbc56d2c198815731f467485a5cc,APPROVE,ok
complex,C1,7.0,11011,E,1.0,28,"['PACKAGE_A', 'PACKAGE_B']",de6ed2ea2dd969e994a2cabb073f363739650cc0b55ade2e12d949fd1775f964,PACKAGE_B,ok
complex,C2,8.0,00100,U,3.0,101,"['APPROVE', 'REJECT']",8230361960230570e23570003bb7f10ed2dc18dfe371821e2fdfea1a0f486132,APPROVE,ok
complex,C2,10.0,11011,U,3.0,344,"['APPROVE', 'REJECT']",6d499fe21685811dc602ec15deae9097158676f360f83b07f31e58091ef45948,APPROVE,ok
simple,S2,,00100,U,,53,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
complex,C1,2.0,00100,E,3.0,35,"['PACKAGE_A', 'PACKAGE_B']",3e438f7a1faf9c4c8914de89e76d351e4dfaa5c13365186704b1e3664a4a082b,PACKAGE_B,ok
complex,C2,18.0,neutral,B,1.0,26,"['APPROVE', 'REJECT']",3ec55fd6d8dd5393cc461cc925a14eaa0e0fb4455d175e9190dc472d270f2e5b,APPROVE,ok
complex,C2,7.0,00100,E,3.0,388,"['APPROVE', 'REJECT']",058e2b4caa7dfeec438863e33a0c18ae3fad9c0f7d2baacc5411faabed88abb3,APPROVE,ok
simple,S1,,00100,U,,340,"['A', 'B']",,A,ok
complex,C1,8.0,11011,U,1.0,361,"['PACKAGE_A', 'PACKAGE_B']",ac0b18735b3fb9d7087af2a28d134ec6ff3655a3dd703883ae452367b9ad4ab4,PACKAGE_B,ok
complex,C3,13.0,neutral,B,6.0,151,"['CONTINUE', 'PIVOT']",a1461e2742510c321330aacfd9d0cf6ebb75f21204a9bda33aa86f8950df01b1,CONTINUE,ok
simple,S3,,11011,E,,207,"['ADOPT', 'WAIT']",,WAIT,ok
complex,C2,13.0,11011,U,1.0,204,"['APPROVE', 'REJECT']",43e3c5db05d9698afce948f8b87d4a5f36782bbf3584551b12b76f598b262f16,APPROVE,ok
simple,S1,,11011,U,,66,"['A', 'B']",,B,ok
simple,S1,,00100,E,,339,"['A', 'B']",,A,ok
complex,C2,7.0,00100,U,1.0,339,"['APPROVE', 'REJECT']",c55351920245525d06b2e43307437a4aaf3751ee6778bc31e089312be4a6f346,APPROVE,ok
simple,S3,,11011,E,,331,"['ADOPT', 'WAIT']",,WAIT,ok
simple,S3,,11011,E,,363,"['ADOPT', 'WAIT']",,ADOPT,ok
simple,S1,,11011,U,,110,"['A', 'B']",,A,ok
complex,C2,1.0,00100,U,2.0,330,"['APPROVE', 'REJECT']",5cf8eb44f7e862b177e703855db89492d4acf9c72bbf976ef482c3784996a44a,APPROVE,ok
complex,C1,1.0,00100,E,4.0,11,"['PACKAGE_A', 'PACKAGE_B']",a31b7d9267cd69b49c1acae3de1362b05644cca730b07395867e5da80b0c08bc,PACKAGE_B,ok
complex,C3,8.0,00100,E,2.0,248,"['CONTINUE', 'PIVOT']",4db2137f262ae62c1c0ea78a12de159a4e75b45c9fcc834ab01629306ed5fa4c,CONTINUE,ok
simple,S3,,11011,E,,234,"['ADOPT', 'WAIT']",,ADOPT,ok
complex,C2,2.0,11011,U,3.0,115,"['APPROVE', 'REJECT']",d3daec4252aa0536000c2bfdedc723fb49451e861273d4bae789a3efbc2e2dc6,APPROVE,ok
simple,S1,,11011,E,,331,"['A', 'B']",,A,ok
complex,C2,2.0,11011,U,1.0,115,"['APPROVE', 'REJECT']",3f5cc313b9ae0d79701cc7de95341e78d3cedd9b4ed19e51fbce107e273dc02e,APPROVE,ok
complex,C2,10.0,neutral,B,1.0,233,"['APPROVE', 'REJECT']",a2234cc3ce1e82948e16396ff4ac08f04e36f524a87ec0b585db14166077f50b,APPROVE,ok
complex,C3,2.0,00100,U,2.0,203,"['CONTINUE', 'PIVOT']",6e6a0fc88f11998bd95d0cfdaa0e7281cddc7b6dffb83e77a2980ff5e4175fb5,CONTINUE,ok
complex,C3,4.0,neutral,B,5.0,46,"['CONTINUE', 'PIVOT']",aa6ee6071a828671473374ac82a9205aa9a27f43cd33cffddeb218f79ea877eb,CONTINUE,ok
complex,C2,2.0,00100,E,2.0,23,"['APPROVE', 'REJECT']",d3702cee65c299fe7bf71076159dacd13240762800d0a2cc1130216d7502d9ab,APPROVE,ok
complex,C2,17.0,11011,E,4.0,18,"['APPROVE', 'REJECT']",24ba3e872c780b301d5d297bfa4dcca6a4dff8d64d0e0d9b95fa3ac030d5ad26,APPROVE,ok
simple,S1,,11011,E,,92,"['A', 'B']",,A,ok
simple,S3,,11011,E,,11,"['ADOPT', 'WAIT']",,WAIT,ok
simple,S3,,00100,U,,347,"['ADOPT', 'WAIT']",,ADOPT,ok
complex,C2,8.0,11011,E,3.0,125,"['APPROVE', 'REJECT']",ab28565a4dddc83fcf3e352bc7e045760a40231a8d55a237a35b2703bb37b46b,APPROVE,ok
complex,C2,6.0,neutral,B,5.0,374,"['APPROVE', 'REJECT']",4f452471cee3bb059421676608b5c6da9d425c123718b3915313f127ee8e6788,APPROVE,ok
simple,S2,,00100,U,,111,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
complex,C1,15.0,11011,E,1.0,266,"['PACKAGE_A', 'PACKAGE_B']",16dff688942db668a20bd1cc7798282301bc18064618df9339f6fef3c3b440ca,PACKAGE_B,ok
simple,S2,,11011,U,,255,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
simple,S2,,00100,U,,399,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
simple,S1,,11011,E,,162,"['A', 'B']",,A,ok
simple,S2,,00100,U,,126,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
complex,C3,12.0,11011,E,5.0,37,"['CONTINUE', 'PIVOT']",79579c397c46fc20d16a17f151b0b45bcc28fed6877e80498efaff6a310c4107,CONTINUE,ok
simple,S3,,00100,U,,355,"['ADOPT', 'WAIT']",,ADOPT,ok
complex,C2,13.0,11011,U,2.0,380,"['APPROVE', 'REJECT']",88b8af4dffbb99220e49060de914eb3d8a2b087b3408db70fb1dbbc888d220b2,APPROVE,ok
complex,C3,14.0,neutral,B,6.0,238,"['CONTINUE', 'PIVOT']",11a4bd02a50b6e29b376db7cbab6c5bc879dd205c97de412f9c551baa2017507,CONTINUE,ok
complex,C2,13.0,11011,U,5.0,384,"['APPROVE', 'REJECT']",135ac97663282d2858b6ac0497944967b10a793b8c398e4dab70d36baf64a33b,APPROVE,ok
complex,C1,20.0,00100,E,2.0,312,"['PACKAGE_A', 'PACKAGE_B']",301b10c8760fa8f82fbbe90ba2760372ea38aba0d5750d7e04686718ab787c78,PACKAGE_A,ok
complex,C2,13.0,neutral,B,1.0,207,"['APPROVE', 'REJECT']",43e3c5db05d9698afce948f8b87d4a5f36782bbf3584551b12b76f598b262f16,APPROVE,ok
simple,S1,,11011,E,,175,"['A', 'B']",,A,ok
complex,C2,12.0,11011,U,5.0,175,"['APPROVE', 'REJECT']",105bfd2f07c2a5bc0a0f1e168aa1c5911233571b536d72019442d12c8c75c4e5,APPROVE,ok
complex,C2,4.0,neutral,B,4.0,107,"['APPROVE', 'REJECT']",07e5abb9e76c9a260fc5960624b6bf9c3509a16dd677db9dbdd9420b9a424ce3,APPROVE,ok
complex,C3,15.0,11011,U,5.0,345,"['CONTINUE', 'PIVOT']",226f6add822cd281e8865ccdae58715362ec937ecd9730a5dec72269d84bbd29,CONTINUE,ok
complex,C1,13.0,11011,E,1.0,58,"['PACKAGE_A', 'PACKAGE_B']",0e9773317c9f4ba840cc807bfb7d2bbe5ac1282e2dbf26ef13e81fb5ede4ca5e,PACKAGE_B,ok
complex,C1,20.0,00100,E,2.0,157,"['PACKAGE_A', 'PACKAGE_B']",301b10c8760fa8f82fbbe90ba2760372ea38aba0d5750d7e04686718ab787c78,PACKAGE_B,ok
simple,S2,,11011,E,,169,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
complex,C1,11.0,00100,E,4.0,291,"['PACKAGE_A', 'PACKAGE_B']",c49e1221b4b533f0462b07bf1ba5c42fe63da82681a2544cf7845722240b7f26,PACKAGE_A,ok
simple,S1,,00100,U,,161,"['A', 'B']",,A,ok
complex,C3,20.0,00100,E,5.0,149,"['CONTINUE', 'PIVOT']",212858f170c3eb2a6648924da63bb6ec2f4bcb3277a6cb53f73dcdf16513cf7c,CONTINUE,ok
complex,C2,17.0,neutral,B,3.0,375,"['APPROVE', 'REJECT']",a7f6470174d5bf9dc88286adf38fc14277535b84058e99a830388cbbfeaa1102,APPROVE,ok
simple,S1,,00100,E,,198,"['A', 'B']",,A,ok
complex,C3,15.0,00100,E,4.0,254,"['CONTINUE', 'PIVOT']",35323fa11fd4f599070a39c6183354b62b50607729d7bdcf3d624c78c3a117c8,CONTINUE,ok
simple,S2,,00100,E,,104,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
complex,C2,6.0,00100,E,4.0,340,"['APPROVE', 'REJECT']",af531560738e9317d0a900d8da3c83e2fb7dd7d4c57174f9896d3152cf5d5d37,APPROVE,ok
simple,S1,,00100,E,,46,"['A', 'B']",,A,ok
complex,C2,12.0,11011,E,1.0,71,"['APPROVE', 'REJECT']",b4eb6ec2585d2a28663441963b35551ec6c741c3fbd3d1a6e95c9a469c23303b,APPROVE,ok
complex,C3,11.0,11011,E,1.0,207,"['CONTINUE', 'PIVOT']",ba2c5e772f6a9dec021649d35022eef83646b6748a8af62465e5599ba104d06d,CONTINUE,ok
simple,S3,,11011,U,,111,"['ADOPT', 'WAIT']",,ADOPT,ok
simple,S1,,00100,U,,365,"['A', 'B']",,A,ok
simple,S1,,00100,U,,104,"['A', 'B']",,A,ok
complex,C3,5.0,11011,E,4.0,340,"['CONTINUE', 'PIVOT']",ccd4928e034a0d854dcca68cec0e04369189f9cb8835e0ef2ae8bfea5c3d4c96,CONTINUE,ok
complex,C3,1.0,neutral,B,5.0,356,"['CONTINUE', 'PIVOT']",106ddbe42ccb54cf16172d49fb392a8cb717ae474c72bf90ff22c8b007f47c05,CONTINUE,ok
complex,C2,13.0,neutral,B,5.0,215,"['APPROVE', 'REJECT']",57a03fcf575703046c6fba9ab7197d9f2062ef7e911eadf4686acc4a18a082f9,APPROVE,ok
complex,C1,7.0,00100,E,5.0,295,"['PACKAGE_A', 'PACKAGE_B']",925458e6e0809da4afb3091c78ca52d2cd9fd575f8fc51334aa5037c4fc89f76,PACKAGE_B,ok
complex,C3,20.0,11011,U,2.0,165,"['CONTINUE', 'PIVOT']",b09107b846bb99f43ec989d8844e25d12378f98e472e6473225bc86c388796b8,CONTINUE,ok
complex,C2,16.0,00100,U,4.0,3,"['APPROVE', 'REJECT']",83e5f9bb63b49aba2f0206f5fe49d66931884a9c033456233180255ad7e6c3ab,APPROVE,ok
simple,S3,,00100,U,,245,"['ADOPT', 'WAIT']",,ADOPT,ok
simple,S1,,00100,E,,380,"['A', 'B']",,A,ok
complex,C2,8.0,neutral,B,4.0,309,"['APPROVE', 'REJECT']",d93e20d2648f67c29872df24e0171b492b93f9180e3a2d26c71960952f7075c2,APPROVE,ok
complex,C2,10.0,neutral,B,4.0,187,"['APPROVE', 'REJECT']",725fe1feb837d758d5f243cf88cfefa7aa483e2106de6ee2817e0e65de8a1f60,APPROVE,ok
complex,C2,7.0,11011,E,3.0,46,"['APPROVE', 'REJECT']",ea86192786644c155d64d8ff890d9eb96426ebcc1db80c4a6c2e29ab22c6c56c,APPROVE,ok
complex,C2,7.0,11011,U,3.0,46,"['APPROVE', 'REJECT']",d7538c67dad444d1295bb4d27d28b92b6b2e97b42a9ef54eb3726bd99b6135a0,APPROVE,ok
simple,S1,,11011,U,,37,"['A', 'B']",,A,ok
complex,C2,3.0,00100,U,5.0,133,"['APPROVE', 'REJECT']",b89dcc405d34edf3c9d759eb4576469aecb0203fdb3a29dcd9af2b1a84e4711d,APPROVE,ok
complex,C3,4.0,11011,U,1.0,138,"['CONTINUE', 'PIVOT']",8614c9934ad66163b430f9ff4a4ddb0d8ac9d1c4767e263ce974465c813a7bb7,CONTINUE,ok
complex,C2,18.0,00100,U,5.0,213,"['APPROVE', 'REJECT']",95fbde76f8c71c66ec9b3d3c67bc57a22fc1d17bc694b8d8d2931ad5cefb48ec,APPROVE,ok
simple,S3,,11011,U,,77,"['ADOPT', 'WAIT']",,ADOPT,ok
simple,S3,,00100,E,,210,"['ADOPT', 'WAIT']",,WAIT,ok
simple,S1,,00100,E,,88,"['A', 'B']",,A,ok
complex,C2,10.0,11011,U,2.0,181,"['APPROVE', 'REJECT']",78400a9545c71bc475ec1283da56c3093ab7be608900a054dfe61fda65c8cbe3,APPROVE,ok
simple,S1,,11011,U,,295,"['A', 'B']",,B,ok
simple,S3,,11011,E,,330,"['ADOPT', 'WAIT']",,ADOPT,ok
complex,C2,10.0,11011,U,4.0,343,"['APPROVE', 'REJECT']",78427175b5f56ae31348156513cd29fc316b0ff5e1af28158f3dc15562e394ce,APPROVE,ok
simple,S2,,00100,U,,351,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
complex,C3,2.0,11011,U,1.0,324,"['CONTINUE', 'PIVOT']",51beb52daa8054305c6139093aafa262313331340e6ea0ed95c10f9c68ca5c9e,CONTINUE,ok
complex,C1,11.0,11011,U,1.0,291,"['PACKAGE_A', 'PACKAGE_B']",0f231fe774d49d531969950deadbd090d83305a898c07107e5f096cceacb16ac,PACKAGE_B,ok
simple,S2,,00100,U,,90,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
complex,C1,3.0,00100,U,1.0,2,"['PACKAGE_A', 'PACKAGE_B']",0753d6ee34ee4048b79a429ac0b95e78285ec4e70823e45b7622d543eb74b860,PACKAGE_A,ok
complex,C2,18.0,neutral,B,4.0,213,"['APPROVE', 'REJECT']",c42e7542644bd4f022422ccd9e1e68fd03519fb4e9bc06525fa82175837e6ceb,APPROVE,ok
complex,C3,2.0,11011,E,4.0,174,"['CONTINUE', 'PIVOT']",887c7181a3941d0b2f2c93ad9946bac6ee98c0580007b54f59122436991b3982,CONTINUE,ok
simple,S1,,11011,U,,272,"['A', 'B']",,A,ok
simple,S2,,11011,E,,89,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
simple,S2,,11011,U,,175,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
complex,C2,10.0,11011,U,5.0,233,"['APPROVE', 'REJECT']",c79e7798217ba94d22e0fb28054ab4e760e20aff632c4442b697bb4f30cc1e2f,APPROVE,ok
complex,C3,6.0,11011,E,4.0,329,"['CONTINUE', 'PIVOT']",a1627a1eb38d3a081f4a991e807349f0573130fd5202155b62f515a0c35e076d,CONTINUE,ok
complex,C2,20.0,11011,E,3.0,171,"['APPROVE', 'REJECT']",7b64c0b1f11843273921fe2f73119085827eee8c4df7913f3023652f142d7ad8,REJECT,ok
simple,S2,,00100,E,,50,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,FORMAL_REPORT,ok
complex,C2,8.0,11011,E,5.0,309,"['APPROVE', 'REJECT']",5b6f3a5ea0554e75c5ea4fd81db6c1d76ac1ab1630ed367c8e6e893e378a518c,REJECT,ok
complex,C2,11.0,00100,E,3.0,244,"['APPROVE', 'REJECT']",907c64adb720fd5ad7facf716fea3b62334467395609f04752a670c872eb3730,APPROVE,ok
simple,S2,,11011,E,,144,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
complex,C2,7.0,00100,E,1.0,46,"['APPROVE', 'REJECT']",c55351920245525d06b2e43307437a4aaf3751ee6778bc31e089312be4a6f346,APPROVE,ok
complex,C2,16.0,neutral,B,2.0,3,"['APPROVE', 'REJECT']",182880dc1eaa9d5753fda1d3e33e4b090265be4e534cb557dd87beb3e793814e,APPROVE,ok
simple,S2,,11011,E,,370,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
complex,C2,6.0,neutral,B,1.0,219,"['APPROVE', 'REJECT']",f0e7d019a5a7cace48839cbc30829377291cb94b49b6a52403a129b9c71f5a5f,REJECT,ok
simple,S2,,00100,U,,219,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
complex,C2,5.0,11011,E,4.0,93,"['APPROVE', 'REJECT']",634600c49ee42ef1c8f7b6a60664936441a4fbc56d2c198815731f467485a5cc,APPROVE,ok
simple,S2,,11011,E,,59,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
complex,C2,15.0,neutral,B,5.0,190,"['APPROVE', 'REJECT']",5cdd2a6c2a0d7a3db5104838952543999d27f30d70e4c8185b29cb6f800611ef,APPROVE,ok
complex,C1,15.0,00100,U,2.0,224,"['PACKAGE_A', 'PACKAGE_B']",e0c579601d03e96b3e54b4430898df43aecce571c7e6bf3170c01496cf0261f7,PACKAGE_A,ok
simple,S3,,11011,E,,212,"['ADOPT', 'WAIT']",,ADOPT,ok
simple,S1,,11011,U,,197,"['A', 'B']",,A,ok
simple,S1,,00100,U,,282,"['A', 'B']",,A,ok
complex,C3,11.0,11011,E,1.0,235,"['CONTINUE', 'PIVOT']",ba2c5e772f6a9dec021649d35022eef83646b6748a8af62465e5599ba104d06d,CONTINUE,ok
simple,S2,,11011,E,,195,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
complex,C3,13.0,11011,U,2.0,53,"['CONTINUE', 'PIVOT']",c1bd97e3d6989bc251dd17ac9055d0d7088bdd64938537fe7839262cc51dd5ae,CONTINUE,ok
complex,C3,1.0,00100,E,2.0,43,"['CONTINUE', 'PIVOT']",8fc0e41fae7c26f2e8c2119ae8e0faa7aa6300a902b1ec1b871819cc9ecddf8f,CONTINUE,ok
complex,C3,6.0,neutral,B,4.0,188,"['CONTINUE', 'PIVOT']",e8a670e85e605fe4a2e4dabb40fb1d0cb4647d9e0a7c1e1d6be66ea52270ff9f,CONTINUE,ok
complex,C1,9.0,11011,E,1.0,192,"['PACKAGE_A', 'PACKAGE_B']",182fd0a00aca4e791ecf8c4ef6bdccd5bd65c9cd68020564e941f0dbc88eff52,PACKAGE_B,ok
simple,S2,,00100,U,,305,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
simple,S2,,11011,U,,309,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
complex,C3,11.0,00100,U,4.0,235,"['CONTINUE', 'PIVOT']",f1a930d89615afff538389f598d61c7edc96f20af278135f0559f4097cb871de,CONTINUE,ok
simple,S2,,11011,U,,126,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
simple,S3,,00100,U,,180,"['ADOPT', 'WAIT']",,ADOPT,ok
simple,S3,,00100,U,,226,"['ADOPT', 'WAIT']",,ADOPT,ok
complex,C2,6.0,11011,U,2.0,219,"['APPROVE', 'REJECT']",ad9f60b35538f7625f1957dac0ea561c09b9ce0200601adea47123f43969fdd2,APPROVE,ok
